"Y","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70","X71","X72","X73","X74","X75","X76","X77","X78","X79","X80","X81","X82","X83","X84","X85","X86","X87","X88","X89","X90","X91","X92","X93","X94","X95","X96","X97","X98","X99","X100","X101","X102","X103","X104","X105","X106","X107","X108","X109","X110","X111","X112","X113","X114","X115","X116","X117","X118","X119","X120","X121","X122","X123","X124","X125"
12.857,2.7,-1.014,0.244,5,0.496,-2.689,0.837,-0.861,-0.484,-0.224,-0.289,-0.049,1,0.392,0.561,-1.16,1.424,4.043,0.461,0.425,0.255,-1.418,0.246,4.523,-1.914,-1.969,-2.253,0,-2.669,1.972,1.85,2.147,-1.838,2.863,-0.555,-1.724,0.588,-5,-2.053,-1.348,-0.599,1.628,-0.045,-0.2,1.455,-0.711,-1.648,0,-1.507,-0.671,-0.005,-0.664,0.417,0.093,-0.39,-0.577,-0.138,-2.734,0.079,-0.775,-2.962,-0.222,0.533,-0.61,-0.42,3.895,1.024,0.964,-2.301,2.259,0.522,0.143,2.34,-3.951,1,-2.168,1.028,0.446,"C",-0.369,1.402,0,1.246,-2.808,1,-0.324,2.715,-0.017,0,2.186,-0.815,2.416,"B",-0.715,0,-0.089,-1.065,-1.491,3.539,0,-0.33,0.724,4.273,-0.592,-0.402,1.452,-1.744,-1.716,2.334,-3.571,-2.243,-1.902,-0.449,-0.538,-1.791,0.792,0,-2.986,"B",-0.694,2.318,0.646,-2.934,1.267,0
19.302,0.1,-3.178,-3.179,-0.1,0.588,-1.189,-0.784,-0.537,-0.384,1.148,-0.166,-1.454,1,0.204,-1.72,1.869,0.08,-1.316,0.344,0.234,-0.072,0.245,-2.132,5.439,-4.137,-2.42,3.321,1,-1.099,0.491,-0.856,-0.257,-1.318,0.176,-4.018,0.842,-1.024,-1.947,1.782,-2.949,2.879,-3.336,0.705,0.6,2.105,0.032,-1.622,0,-1.192,-0.136,-2.006,0.331,1.766,0.269,-2.586,0.845,-1.16,3.15,-2.283,-2.533,4.691,-0.88,-0.192,-0.235,1.9,0.876,0.152,0.428,2.183,1.583,-3.391,2.069,2.164,3.014,1,-0.062,-0.333,0.33,"C",-3.013,1.919,0,-2.634,1.922,1,-4.102,1.218,-0.314,0,-0.733,0.438,-0.144,"C",-1.538,0,1.87,6.176,1.765,4.853,0,3.557,-3.982,-0.212,-1.54,-2.054,4.437,1.096,-2.441,-1.062,-1.662,1.961,2.453,-0.038,1.102,2.133,-1.775,0,-0.158,"B",-0.002,2.674,-1.027,0.032,1.099,1
-17.499,-0.3,0.943,-1.575,2,0.425,2.799,1.861,0.522,0.587,0.28,2.183,1.652,0,0.326,2.493,-1.552,0.819,-1.662,0.55,-0.727,-2.036,-0.413,0.11,-1.82,-0.498,-0.212,4.435,0,-1.145,-2.183,1.725,2.426,-0.888,-2.159,-1.51,1.604,-3.532,-0.88,-3.847,4.414,0.104,-0.154,-2.724,3.4,0.398,0.51,-0.046,0,2.124,-0.642,0.463,0.774,-3.314,1.97,5.653,-1.159,1.232,3.133,-1.611,-2.274,1.824,-1.018,3.695,0.588,1.68,-1.211,0.618,0.721,-0.846,-2.771,0.568,-0.04,1.935,-0.163,0,-0.982,0.988,0.446,"C",1.075,2.269,0,0.175,1.931,0,-1.424,-3.641,-1.619,1,-3.206,1.802,2.554,"B",2.224,0,-1.673,3.161,-0.664,0.668,1,1.386,0.104,1.414,-1.592,1.605,-1.936,-3.17,0.035,-0.184,1.398,-3.222,2.19,-0.519,0.832,3.117,-4.074,0,-2.08,"B",2.62,-0.273,-1.314,-0.631,0.427,0
-11.644,-3.8,2.647,-3.184,2,0.513,-1.75,-0.789,-0.62,-0.054,0.054,1.26,-1.119,0,0.333,-0.222,-3.766,-2.388,-0.392,0.09,-3.63,-4.683,-1.21,3.553,-1.515,3.061,0.263,-2.346,1,-2.641,0.636,3.581,1.853,-1.59,-0.957,1.215,0.896,1.348,-2.321,5.408,-0.621,-1.206,2.046,-0.146,-0.6,-0.461,-3.074,-0.721,0,0.586,2.491,1.184,-2.261,1.632,-1.423,1.956,1.645,1.485,0.067,-1.63,-2.489,2.94,-2.494,-2.493,1.98,0.87,-3.256,1.368,0.498,-2.079,0.295,-5.83,0.601,-1.154,2.98,1,-2.079,0.24,0.509,"A",3.458,-0.777,0,4.688,-2.08,1,-0.677,-0.168,-0.553,0,0.513,3.412,1.19,"B",-2.568,0,-0.158,-0.188,-4.39,1.337,0,-1.252,-2.521,0.708,0.491,1.747,-0.961,3.181,1.497,2.249,0.947,-1.405,2.177,0.271,0.114,-1.106,1.448,0,-0.922,"D",-1.901,-1.424,-1.275,1.672,0.054,0
4.447,-1.7,2.616,-2.302,0.6,0.546,0.213,-1.351,0.4,-1.188,1.797,2.302,2.94,0,0.186,1.209,1.769,2.306,-3.669,0.334,-3.439,-0.614,1.445,0.858,0.617,-3.314,-0.271,-4.208,0,0.793,1.293,0.48,1.534,2.5,-5.461,-0.039,-1.338,0.685,-1.305,-0.24,1.476,0.401,-1.227,-2.03,-3.4,1.598,1.389,1.656,1,-0.878,-0.652,0.545,-0.162,-1.966,4.101,0.631,-0.777,-0.299,-2.298,1.661,-1.394,0.584,-2.101,1.396,3.24,-2.67,2.106,-0.423,0.944,-0.678,6.358,3.054,-0.102,-0.331,-0.711,0,-1.122,-0.895,0.281,"C",2.131,1.125,0,3.575,0.117,1,-1.623,0.644,-2.418,0,0.84,-4.527,2.059,"C",1.6,0,0.763,-0.295,-1.388,1.53,0,3.605,4.269,1.064,5.91,0.676,-1.054,1.926,-2.974,3.964,-1.11,1.106,-1.461,-0.739,1.988,-0.729,1.018,0,0.447,"B",-1.008,2.265,0.923,-3.303,-1.101,1
8.488,-0.1,0.958,0.542,1.4,0.4,0.083,-0.513,2.906,-2.516,-1.032,-1.206,-0.183,1,0.234,-2.822,3.231,0.018,2.736,0.215,-6.332,-3.054,-1.641,-1.477,-1.338,3.312,-0.253,-0.085,1,2.388,4.436,5.013,-1.227,-3.881,2.292,-1.681,1.938,1.819,-1.893,1.699,-1.751,-1.704,0.066,3.031,-1,-0.567,1.757,-0.106,0,1.284,-2.19,0.333,1.963,-2.608,0.609,1.3,-0.334,-1.865,-1.086,0.972,2.07,-2.593,1.312,3.151,-4.574,1.74,1.12,4.556,0.881,0.657,1.872,-2.441,1.23,2.586,-3.006,0,1.211,0.395,0.42,"B",-1.704,2.657,0,-1.27,-0.264,1,0.407,1.218,0.237,0,1.874,2.847,0.865,"B",1.895,0,-0.246,-1.489,1.003,0.652,0,4.102,-2.736,-1.976,0.91,0.868,2.156,2.409,0.185,1.417,1.385,-1.24,-1.078,-0.39,-2.816,3.998,-0.536,0,1.377,"B",-1.375,-1.248,0.71,1.366,0.795,1
12.852,2.1,-1.955,-0.883,2.5,0.526,-1.395,0.818,2.063,-1.6,0.381,4.939,1.268,1,0.268,-2.854,0.385,2.296,-3.902,0.534,-0.89,-5.171,-1.291,0.31,-1.15,-0.143,-1.558,-0.949,0,0.541,-0.069,1.355,-0.235,-0.724,4.048,0.849,-1.675,-1.157,-1.311,-0.889,1.274,-2.022,0.583,0.622,1.8,1.188,-0.183,-3.141,0,-0.738,-0.06,2.791,4.124,2.375,-0.113,2.868,2.549,1.33,0.148,4.304,1.868,-1.225,-1.388,2.266,4.341,-0.52,-0.1,0.661,0.163,2.633,2.329,1.805,1.267,-0.691,-0.661,0,-2.233,0.685,0.664,"B",1.726,2.991,1,2.404,0.5,0,2.223,5.081,4.427,0,-1.294,-2.215,1.843,"B",-3.945,0,-0.892,-1.697,-2.394,0.451,1,-1.365,-3.318,-4.143,0.33,-1.144,0.272,-3.976,3.105,-3.955,-0.52,2.318,2.04,-0.737,-0.16,2.358,-0.145,0,-0.347,"C",-3.582,-1.26,1.456,1.926,1.508,0
8.262,-0.6,-0.499,-1.055,0.4,0.474,-4.032,-1.097,-1.065,0.966,0.384,3.385,-0.989,1,0.291,0.126,0.844,-0.15,-3.068,0.051,0.971,2.602,-4.549,-1.927,0.913,1.509,2.665,-1,0,3.492,1.082,-0.714,1.412,2.279,2.672,0.833,-0.067,-0.165,3.388,2.113,-1.485,1.41,-1.74,1.202,-3.9,0.756,-1.449,1.374,1,0.107,-5.854,0.651,2.957,0.531,-1.037,-1.22,0.772,-1.328,0.198,0.805,1.997,-1.437,0.516,0.447,-5.095,-2.05,0.79,1.926,0.851,-0.185,-2.469,-0.939,-2.219,-2.784,1.178,1,-0.721,1.903,0.382,"C",-0.667,1.302,0,-1.128,-2.67,0,-3.47,1.154,0.772,1,0.246,1.928,-1.025,"B",-0.398,0,-1.639,-2.195,1.829,2.716,0,0.964,2.81,-0.337,1.559,-2.938,2.086,-1.423,-1.433,-0.658,0.592,2.228,0.798,0.679,-0.648,0.215,1.758,0,-4.89,"D",-1.336,-0.965,0.909,2.828,-2.809,0
36.552,4.8,0.771,-2.346,1.9,0.417,-2.168,3.941,-1.608,2.927,-2.072,3.009,-1.06,0,0.313,2.556,1.988,-3.302,1.371,0.541,1.79,-3.965,1.778,1.383,-1.904,0.324,-1.078,-0.219,0,0.563,0.679,1.143,1.147,0.261,3.266,1.377,2.339,-2.591,2.431,1.344,-1.858,-0.402,2.574,-2.661,-1.4,-0.193,-1.352,-2.832,0,1.146,-2.672,1.89,1.7,-3.523,3.132,-0.468,2.078,2.827,0.906,2.496,0.47,-1.598,1.567,2.709,-1.001,-0.64,-2.99,0.679,0.642,3.136,0.735,3.195,2.343,2.459,-0.001,0,1.007,2.089,0.546,"C",1.347,-2.527,0,1.269,1.643,1,-2.786,-0.655,-0.956,0,-0.125,2.741,-1.591,"B",0.224,0,1.075,-4.017,1.258,-2.349,0,1.741,2.753,0.091,-1.254,-0.058,-1.831,0.704,-1.052,-2.143,-0.439,-1.789,2.976,1.758,0.16,1.93,1.826,1,-0.655,"A",1.323,1.035,-1.319,-2.39,2.16,1
-0.428,1.5,2.991,-1.396,1.2,0.535,0.874,-0.358,-1.947,-1.824,-1.242,0.03,-3.313,0,0.132,-1.982,-0.576,-1.943,-4.827,0.178,-0.55,0.814,3.243,-1.536,-3.529,-0.704,2.931,0.392,0,3.337,-1.854,1.873,-0.136,-2.202,-0.379,4.364,1.282,0.993,-1.154,2.509,-1.272,-0.208,-0.195,-2.257,0.9,-2.199,-0.704,3.947,1,1.216,-1.291,-0.239,-3.937,2.489,1.788,-0.465,-2.27,-0.329,0.963,0.325,-1.942,-1.765,0.334,-1.409,-0.535,-2.39,-2.785,0.062,0.557,1.826,0.752,-1.171,0.398,1.69,-1.323,1,0.681,1.915,0.281,"B",-0.392,-2.848,0,-0.062,2.459,0,0.202,0.94,0.885,0,-0.812,0.212,-0.4,"B",-0.779,0,1.531,1.817,-2.062,3.801,1,-1.322,1.255,3.246,0.265,-0.437,1.982,1.864,-3.208,-4.379,-4.109,0.988,0.548,0.649,-1.875,1.079,3.71,0,-1.159,"B",1.745,-1.264,-2.219,-0.652,-0.191,0
-0.57,-0.5,-0.197,-0.833,-1.2,0.522,4.574,-3.255,-3.285,0.098,-0.211,-0.422,2.198,1,0.21,-1.877,-1.805,-1.835,-0.813,0.537,1.993,0.273,-2.254,-1.602,-0.959,1.395,1.649,-0.355,0,-0.156,0.529,4.212,1.904,1.361,0.087,1.587,2.919,1.149,-4.598,1.617,0.619,0.049,-0.739,1.541,-1.4,1.339,-0.293,0.727,0,2.731,-0.012,2.843,1.416,2.261,-0.339,-0.189,0.038,-0.743,-1.858,2.315,0.071,2.815,-2.646,-0.703,-3.145,1.2,3.397,-0.101,0.448,1.605,-0.983,-1.76,0.657,-4.091,-0.493,0,-1.35,3.72,0.294,"C",-0.554,-1.903,1,0.445,3.687,0,2.124,-2.93,0.782,0,-4.819,0.343,0.777,"B",1.351,0,-0.276,-0.296,-0.926,-1.875,0,0.053,1.556,0.583,1.782,-1.073,-0.271,2.6,0.706,-1.597,-0.53,2.717,1.391,1.904,1.382,-2.957,1.734,0,-0.128,"D",-1.508,-2.589,-1.053,-1.781,0.686,0
-11.654,-1.5,-0.221,-2.205,1.4,0.419,-1.138,0.34,-2.788,0.208,3.228,0.083,-6.748,0,0.398,2.657,1.011,1.048,1.925,0.365,1.069,0.132,-0.233,-1.897,2.023,1.316,2.125,1.113,0,-1.391,0.354,0.488,-0.586,-0.467,-1.804,2.584,2.733,-3.353,-1.237,-2.052,-3.428,-0.787,1.865,-1.092,1.4,-3.046,1.189,4.289,0,2.073,2.328,2.311,0.605,-0.666,1.345,-3.255,0.287,-0.914,-2.013,0.452,-0.466,0.152,-1.675,0.571,0.044,-0.48,0.534,0.588,0.47,1.391,0.987,-1.749,0.912,-1.078,0.616,0,-0.923,0.877,0.397,"C",-1.576,-1.368,0,-3.134,0.85,0,0.687,-1.453,0.058,0,2.911,-0.813,-1.485,"B",2.958,0,0.656,-1,1.746,0.706,1,1.165,1.019,-1.131,0.278,1.085,-1.249,1.954,0.061,1.047,-0.089,0.311,1.758,0.431,0.947,-0.341,3.346,0,-1.353,"B",-0.727,-3.336,1.751,-1.632,2.56,1
-12.075,-2.1,-1.125,1.615,0.3,0.48,1.952,1.702,0.051,3.944,3.225,0.303,0.36,1,0.23,-0.742,2.667,-0.661,-0.606,0.492,-1.681,-1.034,-0.076,-2.598,-0.467,-0.188,2.194,-0.987,0,1.084,0.122,-2.706,1.5,0.11,1.539,4.767,1.079,0.892,0.737,1.347,-1.12,0.909,0.031,-1.481,1.9,-1.261,2.457,-0.541,0,-1.978,1.317,-0.082,1.48,2.672,2.045,-0.872,0.992,0.953,-1.17,-0.16,2.387,-0.473,-0.798,3.012,-2.882,-1.6,-2.312,-0.074,0.925,-0.614,0.599,-0.129,-0.519,-2.621,-4.43,0,0.277,2.16,0.345,"B",-0.281,-1.872,1,0.858,1.358,0,-2.271,1.245,-3.08,0,3.196,-2.84,-2.902,"B",2.43,1,1.137,-0.849,-2.9,0.989,0,1.741,-2.127,1.21,-2.105,-2.823,1.785,0.046,-1.188,-1.251,-0.404,0.99,-2.227,1.924,-0.464,1.925,1.22,0,-2.473,"B",-0.716,1.165,0.338,-0.392,-0.268,0
-31.368,-0.7,2.085,-2.681,3.5,0.42,-2.989,3.68,1.257,-2.886,-0.916,1.108,-1.726,0,0.379,1.85,0.069,-3.332,-1.352,0.544,-0.053,-3.304,-3.314,1.642,-1.966,1.482,0.072,-2.065,0,3.133,-2.175,-2.611,0.049,-5.454,-0.828,-0.102,0.207,1.664,1.897,-1.88,0.874,-1.449,2.579,2.977,2.2,0.35,3.26,2.224,0,2.228,-0.027,-2.596,1.279,2.09,1.714,1.635,1.535,1.128,0.755,-2.336,0.039,1.043,-2.343,0.975,-2.255,1.68,1.845,0.393,0.927,-0.47,-0.133,-2.045,-1.032,2.712,-0.468,0,-1.08,3.282,0.446,"C",-0.255,-1.737,0,0.774,0,0,0.159,1.014,-0.463,1,0.765,-0.038,-0.446,"A",0.79,0,-0.208,-1.136,3.098,-3.175,0,0.954,-2.923,2.322,1.027,0.973,-0.702,1.884,-2.008,1.304,-1.769,1.532,1.585,0.584,-2.534,1.51,-1.847,1,2.693,"C",-1.061,-0.307,-0.594,1.115,-1.639,0
14.676,-0.1,-4.316,2.788,0.1,0.559,-0.417,0.413,-0.767,3.594,-3.165,0.331,0.379,1,0.122,-1.443,-1.987,-2.102,2.173,0.53,0.448,-0.079,-1.169,1.898,0.266,-0.478,-0.012,1.353,1,0.085,1.764,2.005,1.434,3.829,-2.135,-1.089,-1.814,-2.268,-4.427,0.629,0.207,-2.865,3.188,0.869,-2.4,-0.451,2.76,2.316,1,-2.712,1.034,2.542,-3.781,-0.382,-2.815,-3.547,0.429,1.474,0.136,-0.166,-1.296,5.425,0.389,-0.06,-0.062,0.66,0.555,-0.721,0.163,1.839,-0.56,3.331,0.095,2.164,1.746,1,1.608,1.888,0.2,"B",-2.345,2.395,0,-4.412,0.046,0,-0.634,-0.852,1.405,0,1.187,-3.291,1.977,"B",0.358,0,0.095,-0.494,-1.511,0.703,0,-1.877,4.042,1.729,-1.764,-2.062,-0.621,1.442,-0.648,0.268,1.701,1.532,-2.375,0.418,0.084,-1.709,2.867,0,0.95,"B",-0.886,1.915,-3.119,1.566,-0.692,0
19.452,1.8,0.877,3.823,-1.9,0.564,1.048,-3.2,2.98,-0.521,0.135,2.474,-2.661,1,0.273,3.324,-0.259,-0.336,-0.363,0.259,-2.293,-3.038,-1.982,3.866,-1.801,-1.369,0.297,4.209,0,1.562,2.351,0.988,-1.55,1.309,2.239,2.156,-0.714,-0.142,-1.064,-0.772,1.37,0.202,1.042,-0.443,6.4,0.698,-0.327,-2.753,0,-0.592,1.252,-2.3,0.378,1.299,-3.161,2.215,2.606,0.518,0.421,-2.933,-0.978,0.001,0.637,1.277,1.335,0.66,1.457,1.265,0.532,-1.748,-0.348,0.827,0.823,3.626,-0.166,0,1.247,3.637,0.496,"B",-0.913,1.671,0,1.755,1.065,1,-0.103,3.273,1.459,1,0.368,0.842,-2.27,"A",1.948,0,0.541,1.81,-0.509,0.244,0,0.88,-2.011,-0.283,2.255,1.735,2.712,1.83,0.261,-1.723,0.425,-0.153,0.717,-2.208,-0.36,-1.97,-2.564,0,2.857,"B",3.063,-2.716,-2.244,-1.763,1.706,1
5.142,2.5,-0.532,1.312,2.4,0.481,0.713,-1.193,-1.443,2.591,-0.541,0.264,-1.052,0,0.312,-1.713,-0.52,1.496,0.577,0.192,1.251,-2.726,1.283,2.306,-0.039,-0.693,5.007,1.22,1,-2.472,2.141,-0.467,0.325,-2.025,1.7,-0.978,-0.362,0.285,-5.344,-0.388,2.432,-1.969,0.969,-0.437,-0.6,1.447,1.597,0.311,1,2.353,-0.832,-2.251,-2.446,-0.341,-0.744,0.481,-2.047,-2.202,1.474,-1.904,-0.137,0.176,1.354,0.774,0.238,-1.41,-1.906,0.116,0.958,-2.042,-1.086,2.601,1.898,-0.55,-1.579,1,-0.425,0.481,0.456,"C",3.684,-3.845,0,-2.292,-2.226,0,-0.77,0.086,-0.713,0,1.357,-2.97,2.17,"B",2.407,0,2.092,2.358,1.224,-1.796,0,0.67,-0.306,-2.126,2.583,-0.538,-0.598,-0.164,1.785,-1.178,-5.26,4.769,-2.136,-0.972,-2.165,0.046,-1.694,0,0.917,"C",5.911,2.156,1.877,-2.178,2.07,1
-16.883,-2.2,-0.93,-1.501,-2.6,0.401,1.844,-1.436,-1.392,-2.655,1.162,1.838,-1.547,1,0.245,0.766,0.309,0.771,-0.833,0.556,3.613,0.52,-1.341,-0.342,0.951,1.727,-2.348,0.469,0,-0.172,-0.699,-1.417,2.602,0.46,0.244,0.2,1.819,0.268,2.445,-2.914,1.416,1.606,3.661,-2.796,1.5,-1.405,1.712,1.502,0,1.104,0.201,1.267,-0.508,-2.543,1.92,3.219,-3.203,-2.193,1.894,-1.642,-3.084,-1.319,1.295,2.237,-1.753,-0.22,-2.054,0.47,0.595,1.351,3.972,-0.711,-1.131,0.192,0.393,0,1.613,-1.785,0.32,"C",-0.242,-3.429,0,-0.771,0.05,0,0.07,-1.539,0.548,0,-0.02,-3.902,-0.087,"A",1.954,0,-0.887,1.656,0.778,-2.949,0,1.509,3.38,1.37,1.414,-1.72,-3.035,-4.144,-1.196,-1.075,3.314,-1.434,-6.139,-2.393,1.425,0.603,1.024,0,0.47,"B",-2.274,1.996,-1.72,-1.897,-1.271,0
23.175,-0.3,2.482,-0.125,-0.4,0.522,1.121,-3.945,1.893,-0.349,-3.296,-1.118,-2.965,1,0.136,-0.052,-0.143,-3.822,-3.813,0.126,-1.211,-2.492,0.28,3.065,-3.104,-1.061,-1.913,1.235,0,-1.157,-1.013,-1.612,0.342,-0.337,1.971,2.482,-2.757,0.253,2.418,-3.1,1.009,0.132,1.142,1.629,0.6,1.092,-1.09,-1.259,0,-3.824,-0.589,-0.36,-0.85,1.149,-0.089,-0.727,1.338,-0.966,0.979,1.898,2.692,-0.883,1.081,-2.631,-1.5,2.03,-0.997,0.075,0.496,-1.196,-0.028,-2.234,0.098,-2.822,3.81,0,-1.06,-1.239,0.485,"C",-0.477,1.146,1,0.208,-2.955,0,-1.825,-0.49,0.761,0,-0.367,-2.827,1.562,"B",1.496,0,1.251,1.843,1.866,-0.924,1,0.157,0.96,2.122,1.293,1.085,0.912,0.123,0.851,-1.371,2.541,0.297,-0.664,-2.179,0.061,2.234,1.534,0,0.197,"B",-2.328,-1.494,-2.175,0.744,-0.852,0
-1.237,2.6,1.188,-0.706,1.3,0.518,-0.874,-1.053,-1.864,0.552,1.396,0.853,-2.457,0,0.157,2.182,1.753,3.456,-1.985,0.57,0.426,3.918,3.428,1.301,0.484,-1.606,1.258,-0.39,0,2.259,0.36,-2.105,1.239,-0.116,0.58,3.639,0.341,0.147,-0.554,0.126,-5.665,1.596,2.064,0.057,-3.5,3.688,-0.731,0.945,0,-5.147,0.853,4.323,0.747,2.113,1.649,-1.826,-1.822,2.812,5.263,-2.735,1.9,-1.248,-1.571,0.077,1.311,1.25,0.438,0.09,0.97,-1.907,0.946,-0.89,-1.426,-1.165,2.871,0,-1.206,-1.685,0.277,"C",-0.128,-1.019,0,-2.195,-0.218,1,-2.635,-0.525,-0.942,1,0.818,-3.03,-2.457,"A",3.047,1,-1.554,-0.692,1.257,-0.504,0,-0.062,0.773,-2.268,-1.542,3.248,0.478,0.922,3.148,-1.763,-1.098,1.144,1.045,2.041,-1.13,-1.451,3.781,0,-3.883,"B",-0.181,-1.435,0.9,1.618,-0.379,0
15.89,0.1,-0.136,-1.176,4.1,0.582,0.775,-0.162,1.505,3.497,2.245,-0.829,-2.598,1,0.112,-1.558,-0.589,1.089,-1.546,0.104,2.135,0.644,0.435,1.798,-4.378,-0.683,-0.985,-2.093,1,-0.455,-0.474,2.251,0.966,2.556,4.699,-0.192,-1.206,2.692,2.33,2.382,2.004,-0.81,-0.47,1.028,-1.4,0.355,2.665,-1.09,0,1.529,1.156,2.872,0.351,-3.362,-0.384,1.162,-0.981,0.964,0.36,2.635,3.733,1.222,-1.203,-0.422,2.024,-0.71,0.795,0.732,0.677,-2.758,3.245,0.066,1.627,0.961,0.91,0,-1.882,1.831,0.313,"C",-1.936,1.665,0,2.889,1.13,1,1.18,-0.049,1.421,0,-0.304,2.309,0.953,"B",2.175,1,-0.832,-1.402,0.082,1.051,0,3.39,2.822,0.027,-2.004,-0.709,0.85,2.103,-2.418,-1.226,0.625,-1.4,1.483,-0.309,1.186,2.963,0.906,0,0.364,"B",-2.043,3.526,-2.07,-1.156,1.503,0
14.604,-1.7,0.069,1.631,-1.5,0.479,0.842,3.23,0.745,-2.355,-1.132,-1.499,-2.818,0,0.248,-3.177,1.441,1.837,-0.508,0.507,2.784,-3.628,2.022,-1.822,-0.703,-1.314,-0.421,-0.116,1,3.018,2.582,0.039,2.651,0.306,0.034,-1.1,-1.256,-0.339,-0.67,3.39,-2.499,2.387,-0.841,2.819,-0.7,1.797,-2.717,-0.523,0,0.077,1.835,0.033,-0.487,2.531,0.326,2.284,-1.189,1.727,-1.013,-0.778,-1.361,-0.583,1.222,-0.338,3.462,-1.82,2.002,0.774,0.532,-1.843,2.437,1.14,0.638,2.78,1.457,0,0.408,-0.373,0.474,"C",2.608,-4.067,0,-3.573,-1.647,0,-0.286,-1.486,3.934,0,-2.551,0.291,1.203,"A",-0.389,0,-1.094,-1.701,-4.273,-0.264,0,-0.473,-0.242,-2.948,-1.72,1.365,-3.749,2.046,-0.236,2.742,3.121,-0.065,-2.151,-0.226,0.183,1.788,-1.104,0,-1.338,"B",-0.382,-3.865,1.158,0.402,-0.282,0
26.04,2.8,0.565,-0.66,0.3,0.593,1.547,-2.139,-0.88,4.321,0.32,3.73,0.397,1,0.202,-1.306,1.25,-3.573,2.407,0.334,1.836,-1.284,-3.184,-3.727,0.618,0.289,0.822,0.344,1,2.127,-0.725,0.682,1.069,2.37,1.243,-1.721,-1.902,1.683,1.755,0.586,-3.449,-2.33,-2.452,2.233,-2.7,-1.519,-2.036,-0.141,1,-0.346,3.801,-1,-0.124,3.701,1.388,-0.185,-0.469,-0.945,0.984,0.341,-1.828,2.499,-1.238,-1.02,-1.587,-2.87,2.542,-2.106,0.401,3.236,0.047,3.103,0.317,2.839,1.676,0,0.338,-0.318,0.378,"C",-4.175,-2.972,0,-0.271,-3.4,1,1.127,1.718,-1.213,0,-1.958,1.097,-0.024,"A",1.523,0,2.143,4.196,0.295,0.595,0,-2.17,-0.905,0.225,2.105,-0.322,-0.191,-0.26,0.211,-1.853,-1.228,-0.534,4.042,2.846,-0.777,2.01,-3.353,0,1.048,"B",-0.372,-1.255,0.716,-3.123,-1.027,1
7.644,-0.8,2.449,-2.751,-0.5,0.451,-0.835,-1.189,-2.766,-0.576,1.599,2.384,1.09,1,0.233,-0.976,-1.177,0.722,2.262,0.313,2.482,1.68,0.294,0.833,0.082,-4.127,-1.644,-0.201,0,-6.638,0.937,1.356,2.807,0.878,1.994,-0.19,-1.242,0.805,-0.043,-2.166,0.984,-1.122,-0.919,-1.598,-1.8,-0.859,0.429,-1.403,0,-0.528,-1.107,0.003,-0.47,-0.273,0.633,-0.235,-0.935,-1.37,-0.361,1.253,1.756,-0.264,-2.362,0.622,-1.075,-2.27,-0.985,1.231,0.772,0.496,1.498,2.476,0.504,0.545,3.288,0,-0.129,0.981,0.495,"C",1.949,-1.98,0,-0.239,0.335,1,0.866,1.485,-1.742,0,0.124,0.275,-0.063,"B",-2.188,0,-2.399,0.024,-0.482,-0.91,0,-1.308,-1.672,-1.351,-0.064,0.321,-1.82,-1.892,-1.311,-2.322,-0.503,-0.315,1.327,-1.374,-2.582,3.467,-0.055,0,1.366,"D",-0.386,1.57,1.081,-3.317,1.114,1
31.502,1.1,0.885,-2.758,3.4,0.428,2.27,1.16,-0.705,-2.547,3.278,2.236,-0.636,1,0.321,-3.807,4.859,2.878,-4.952,0.046,3.398,0.9,-0.635,0.786,3.789,-0.892,1.613,-1.098,1,2.365,-1.811,-5.423,2.033,-0.733,4.388,-1.687,-2.445,-2.068,1.109,-0.685,1.89,-0.721,1.054,-0.693,-0.5,-3.179,0.858,1.014,0,0.827,-1.064,-6.565,0.412,-2.01,-2.661,0.75,-0.829,1.622,0.526,-1.104,1.342,0.798,2.11,-2.469,-1.177,1.5,-1.534,1.851,0.642,1.21,-1.803,-0.432,2.451,-3.384,-3.335,0,0.916,2.364,0.399,"C",-0.653,-1.669,0,3.552,1.057,0,0.584,-4.207,-2.083,0,-0.986,1.894,0.058,"B",0.18,1,0.236,2.368,-0.801,1.723,0,-2.111,0.098,-0.464,-4.774,2.165,-0.749,-0.86,0.364,0.041,-0.386,-0.694,2.795,-2.154,2.984,0.36,-0.145,0,1.899,"D",2.324,0.496,0.315,1.283,2.547,0
