"Day","tmpd","linear_pm25","linear_pm10","o3median","death"
524,75,1.8952939514,-1.025,1.7260379232,122
525,77,3.2602506124,-4.147945205,7.7921391416,89
526,79,4.6252072734,2.8794520548,2.125472475,96
527,76,5.9901639344,-4.169863014,4.0577965599,115
528,83,4.36434209383333,3.802739726,5.4641465172,98
529,82,2.73852025326667,-1.082191781,4.5643269352,88
530,83,1.1126984127,1.0909090909,0.3419407048,95
531,82,1.7379738052,-15.09863014,8.2141465172,110
532,85,2.3632491977,-13.1369863,13.920583592,102
533,80,2.9885245902,16.78630137,-1.707860858,99
534,79,3.8894621462,-6.235616438,1.6879470314,121
535,82,4.7903997022,1.7780821918,8.4947836551,98
536,83,5.6913372582,10.456214689,4.6138770741,105
537,90,4.13411193983333,30.75890411,9.1518772471,139
538,83,2.57688662146667,-3.24109589,11.819750025,139
539,74,1.0196613031,-24.24383562,1.492713441,116
540,71,-0.537564015266666,-21.26027397,-5.278296757,117
541,71,-2.09478933363333,-4.271232877,-1.528882021,87
542,76,-3.652014652,1.0166666667,-1.235732734,93
543,73,-7.184090909,-13.30410959,-2.398170284,102
544,76,-6.0124412666,13.701369863,4.1010379232,107
545,72,-4.8407916242,6.7506849315,-3.541194192,108
546,66,-3.6691419818,-28.29041096,0.805933933,109
547,66,-2.4974923394,-3.268493151,-1.983870107,105
548,78,-1.325842697,-0.358333333,6.5891465172,107
549,75,-0.566283055583333,5.6164383562,-6.666194192,104
550,70,0.193276585833333,-2.383561644,-10.10371964,105
551,72,0.95283622725,-2.252054795,-2.341011488,102
552,64,1.71239586866667,-28.27671233,-2.164681513,100
553,66,2.47195551008333,-19.32054795,-5.869186816,73
554,73,3.2315151515,2.7981638418,4.1752928602,95
555,75,0.0913226009999999,0.8082191781,3.3635278485,128
556,67,-3.0488699495,3.8328767123,-17.6453863,87
557,68,-6.1890625,-18.23561644,-0.530573381,81
558,67,-3.54594216416667,-16.2,0.0502740381,90
559,65,-0.902821828333334,-5.2,-5.562052969,99
560,67,1.7402985075,-0.921845574,-1.228719635,124
561,72,5.349087894,6.6246575342,-2.182987451,98
562,71,8.9578772805,-0.476712329,5.125472475,99
563,70,12.566666667,-11.62465753,9.4796406863,89
564,72,12.9139455785,-1.569863014,1.125472475,103
565,74,13.26122449,27.342465753,-0.276447029,87
566,80,20.323529412,26.144067797,7.492713441,105
567,69,21.4974395585,-20.55068493,7.1128016131,104
568,62,22.671349705,-16.61643836,0.220555727,98
569,65,23.8452598515,-1.712328767,-2.108870107,109
570,70,25.019169998,45.328767123,14.258607371,85
571,74,26.1930801445,65.323287671,17.0976006,100
572,76,27.366990291,44.091666667,25.365716542,115
573,79,21.1736656181667,30.287671233,32.391641584,110
574,77,14.9803409453333,23.238356164,31.599463227,100
575,66,8.7870162725,-21.89863014,2.1879470314,100
576,65,2.59369159966667,-7.917808219,-10.78459474,98
577,71,-3.59963307316667,2.8684931507,-4.416194192,100
578,62,-9.792957746,5.5083333333,-11.02553994,90
579,62,-9.54159629183333,15.843835616,-9.48229541,97
580,64,-9.29023483766667,7.8712328767,-3.562052969,93
581,68,-9.0388733835,-5.128767123,0.7558131839,106
582,59,-8.78751192933333,-21.24383562,-16.17589909,111
583,59,-8.53615047516667,-15.2630137,-13.81822438,105
584,55,-8.284789021,-6.063418079,-13.19220344,104
585,59,-9.75480226,-13.16164384,-9.349812136,111
586,59,-10.23990443,-11.14794521,-9.76024039,99
587,62,-10.7250066,17.846575342,-4.108870107,103
588,64,-11.21010877,16.873972603,5.7226005997,109
589,58,-11.69521094,-23.15068493,-10.90053677,100
590,51,-12.18031311,-18.48275862,-5.641903202,107
591,57,-13.5956717033333,-9.243835616,-9.284504915,102
592,66,-15.0110302966667,15.621917808,-1.365469554,103
593,57,-16.42638889,-27.44109589,-2.944870534,114
594,62,-13.2603009266667,3.5643835616,4.6610319131,93
595,72,-10.0942129633333,58.583561644,20.767773816,121
596,66,-6.928125,-7.065804598,16.150472475,96
597,58,-10.25886243,-24.25205479,-5.999527525,116
598,56,-9.67512087,-29.03835616,-10.70681233,96
599,56,-9.09137931,-3.808219178,-9.333623369,89
600,51,-9.61108789,-8.854794521,-15.29214455,89
601,46,-10.13079647,-16.87123288,-13.57218471,119
602,44,-10.65050505,-13.70909091,-9.218489125,101
603,47,-10.7661154966667,-17.91232877,-5.588230974,111
604,51,-10.8817259433333,7.104109589,-13.61546083,106
605,52,-10.99733639,-8.063013699,-5.1634284,110
606,59,-2.41357513733333,-3.090410959,-9.706907566,115
607,61,6.17018611533333,29.942465753,-8.798478496,107
608,59,14.753947368,15.876201244,-18.53018666,124
609,66,12.0096386796667,-9.131506849,-0.00530667,108
610,55,9.26532999133333,-4.167123288,-8.967054971,97
611,62,6.521021303,48.84109589,-3.434007928,105
612,56,3.77671261466667,-5.120547945,-8.663936419,113
613,48,1.03240392633333,-1.073972603,-12.17577395,103
614,64,-1.711904762,11.588822653,-0.021041198,98
615,58,-2.262808303,20.583561644,-1.273929264,100
616,45,-2.813711844,-31.44383562,-8.391609112,98
617,44,-3.364615385,-12.42739726,-18.56066045,97
618,50,-4.417670687,14.605479452,-13.95994812,106
619,44,-5.470725989,-2.416438356,-15.5713311,90
620,52,-6.523781291,4.4462382445,-12.77750369,103
621,51,-5.88710179333333,-10.30410959,-4.731222211,108
622,43,-5.25042229566667,-26.33972603,-3.212451137,101
623,40,-4.613742798,-27.38356164,-8.85033546,134
624,50,-3.97706330033333,26.635616438,-10.86353191,111
625,53,-3.34038380266667,18.690410959,-11.93378824,113
626,48,-2.703704305,8.8340870548,-13.26534607,119
627,64,-4.46831680583333,50.473972603,-9.583441077,103
628,62,-6.23292930666667,60.342465753,0.6658872364,127
629,66,-7.9975418075,55.364383562,14.103904537,108
630,58,-9.76215430833333,9.3808219178,-7.64599263,106
631,59,-11.5267668091667,26.334246575,-7.31941835,106
632,42,-13.29137931,-11.31925287,-3.795366865,106
633,37,-7.9294448668,-6.564383562,-6.941127519,108
634,46,-2.5675104236,87.424657534,-8.974854044,100
635,55,2.7944240196,18.271232877,-7.053898199,123
636,45,1.83316734906667,-2.915068493,-7.462413751,114
637,44,0.871910678533333,9.0136986301,-2.124616132,102
638,55,-0.089345992,10.362068966,-12.22332116,97
639,67,-1.82374070833333,22.816438356,0.1386099358,145
640,58,-3.55813542466667,17.947945205,0.3496993031,99
641,44,-5.292530141,-18.09863014,-0.582886423,115
642,47,-7.02692485733333,34.756164384,-15.8573841,115
643,54,-8.76131957366667,49.756164384,-7.155630381,109
644,45,-10.49571429,-7.85,-0.106801806,101
645,41,-7.82371290833333,-18.11780822,-12.42798191,130
646,38,-5.15171152666667,-20.15068493,-5.06953442,100
647,40,-2.479710145,-5.252054795,-10.18945203,122
648,58,1.2692176269,52.764383562,-4.941847308,113
649,49,5.0181453988,41.906849315,-6.128741289,118
650,39,8.7670731707,4.6823063878,-17.34203281,119
651,42,8.13916870678333,12.994520548,-16.91625075,131
652,54,7.51126424286667,19.857534247,-12.87473325,101
653,52,6.88335977895,-0.230136986,-11.02827837,116
654,40,6.25545531503333,-19.30684932,-12.06064185,93
655,36,5.62755085111667,-8.4,-12.45108931,99
656,37,4.9996463872,-2.951102318,-10.73310841,131
657,41,0.927680924800001,-23.38356164,-12.21773707,131
658,34,-3.1442845376,-27.26849315,-11.52726088,123
659,32,-7.21625,-21.16712329,-10.92469677,123
660,30,2.4086206897,-13.17534247,-13.42911627,100
661,36,0.10701304735,12.767123288,-13.0632041,112
662,50,-2.194594595,-1.204781421,-11.89653743,116
663,53,-1.538181818,24.619178082,-8.814674815,107
664,49,0.24311308218,16.684931507,-15.39246859,129
665,39,2.02440798236,-34.21369863,-7.810791391,122
666,29,3.80570288254,-22.09315068,-11.63584666,122
667,33,5.58699778272,-3.128767123,-13.72724839,113
668,38,7.3682926829,-4.384195402,-14.94637493,122
669,43,3.7437506776,22.695890411,-13.6411678,127
670,31,0.119208672300001,-20.38082192,-11.37308172,120
671,31,-3.505333333,-11.47671233,-13.82441255,124
672,35,4.2350877193,-18.44109589,-16.81527819,127
673,35,-0.13501352935,5.5808219178,-10.17857921,127
674,38,-4.505114778,-16.30384398,-7.398085704,129
675,36,-3.84419932566667,-15.57534247,-15.94967154,122
676,27,-3.18328387333333,-23.58082192,-14.30994551,132
677,23,-2.522368421,-23.62739726,-8.754967346,135
678,19,-3.38157894733333,-11.55068493,-11.04499672,112
679,32,-4.24078947366667,-2.501369863,-14.94137294,114
680,21,-5.1,-10.80327869,-6.090618262,142
681,8,-3.63109526,-12.44109589,-11.05491591,124
682,13,-0.0659661004000003,-10.25753425,-14.27306659,127
683,10,3.4991630592,2.901369863,-12.05971043,121
684,14,-1.22027122053333,-5.175342466,-9.890621385,123
685,19,-5.93970550026667,9.8630136986,-11.54273544,140
686,28,-10.65913978,-11.25862069,3.2269679699,150
687,19,-8.05872476566667,-12.00273973,-6.306412773,153
688,21,-5.45830975133333,-19.90684932,-9.526839389,164
689,36,-2.857894737,-10.96703297,-14.23688505,123
690,34,0.554837039933333,-26.97796143,-8.383720694,131
691,34,3.96756881686667,-9.994475138,-12.61195454,127
692,42,7.3803005938,-0.833333333,-13.50058052,160
693,48,12.548598278,11.075,-2.294333025,147
694,35,-5.570733889,-27.90529248,-7.504970023,160
695,28,-5.945664191,-22.91340782,-6.021543578,131
696,20,1.757591623,-10.93837535,-14.06138889,126
697,34,1.068627451,0.0420168067,-14.25095593,127
698,25,-1.394634146,-5.423656735,-9.816863213,139
699,37,-1.274742268,-7.887955182,-11.91607315,139
700,39,8.1897435897,-7.022408964,-16.22040203,124
701,42,-2.960913706,-24.03081232,-10.56530655,139
702,33,-7.743434343,-23.95238095,-6.654233491,135
703,31,-6.730150754,-20.82352941,-3.875352212,122
704,25,-5.348015873,-11.56504702,-9.256052088,137
705,20,3.6311832796,-2.492997199,-14.53198532,122
706,34,2.1299961052,9.7647058824,-14.49792021,140
707,31,-5.456663861,-26.18207283,2.0278112056,124
708,22,-6.141434845,-11.17927171,2.1173006112,108
709,25,2.7302752294,-14.12885154,-14.20902305,139
710,21,5.457445307,2.7018361582,-14.44233101,137
711,10,-1.114351852,-20.08963585,-5.594012161,129
712,5,14.512745098,12.955182073,-10.61378779,128
713,17,10.207865169,-2.957983193,-13.17130218,119
714,16,1.9287804878,-13.92156863,-4.038539626,125
715,6,8.4244292237,1.0476190476,-11.82596625,123
716,17,-1.979772727,-8.558551618,-8.749694438,133
717,15,-4.297115385,-6.098039216,-9.422509546,119
718,20,-1.567942584,-6.179271709,-6.455682181,117
719,21,13.291818182,16.901960784,-12.17170701,124
720,24,-1.186255924,-5.969187675,3.9360126486,129
721,28,14.978251121,-8.932773109,-9.565788472,112
722,20,14.875240077,3.4491525424,-7.568607382,129
723,25,3.9773333333,-7.025210084,-9.135935804,110
724,21,13.426976744,5.9691876751,-10.24181176,113
725,33,7.3712198156,-13.9719888,-8.981205799,117
726,25,-1.461751152,-18.99439776,-6.717823961,109
727,21,3.5212719298,-11.97478992,-7.372171853,127
728,23,17.691818182,4.3898305085,-10.45377372,113
729,26,7.9065217391,-17.00280112,-3.992923226,114
730,22,14.472552448,10.99719888,-6.465596497,116
731,41,20.414912389,3.9607843137,-6.811183716,129
732,35,23.3625,15.980392157,-9.431673745,103
733,24,-7.05063701,-24.00560224,0.9656630216,114
734,24,2.3302752294,-2.771929825,5.3119221327,102
735,30,11.221322188,3.9355742297,-4.93344834,97
736,26,-2.128429849,-18.20448179,-3.890229882,116
737,31,9.8964410058,-4.168067227,-11.92056413,123
738,28,-0.913716814,-13.1232493,-1.806314251,91
739,27,7.1604347826,2.918767507,-2.211719136,106
740,30,-2.545555556,-10.63798701,5.57706548,122
741,29,4.1573275862,-25.04761905,2.4563346914,133
742,27,8.3969957082,-12.99159664,3.0074292,111
743,35,8.3824786325,16.028011204,-7.366742952,134
744,49,3.1404255319,23,-10.17777952,120
745,59,8.7995762712,52.927170868,5.6263987911,120
746,49,3.3302752294,-8.813559322,-3.382903882,94
747,55,1.1020218344,26.775910364,-3.988200924,114
748,56,-7.07804878,2.781512605,3.2359726302,110
749,45,-11.82923739,-33.08123249,2.3366089495,109
750,43,0.5422425958,-8.1232493,-8.855345041,111
751,54,-4.599156118,9.7843137255,-1.68292331,103
752,46,-7.920066467,-16.16666667,4.8442136636,112
753,33,-8.693305439,-27.2745098,6.2252622019,101
754,35,-4.112244898,-0.182072829,3.8452393708,105
755,46,1.7275757576,-7.022408964,-5.561270993,104
756,52,7.4068825911,-13.9719888,-6.780323484,95
757,51,5.5641129032,31.182072829,-4.462653054,109
758,66,3.7348245614,6.65,1.4133934486,109
759,67,4.1458661417,56.165266106,8.0345400576,130
760,46,-9.162151394,-16.91316527,-0.750910484,87
761,30,-8.023156036,-26.95518207,1.1286507629,111
762,30,-11.81113281,-31.92156863,7.1039981919,119
763,34,0.1942622951,-21.8627451,-3.962672385,99
764,39,13.239073129,5.1535087719,-12.84786011,109
765,45,7.8925490196,9.0700280112,-4.831731678,84
766,50,15.449797571,-0.047619048,-2.515314801,110
767,33,-11.1535162,-32.05602241,16.667904377,108
768,32,-9.535222672,-26.02521008,14.594028598,102
769,34,-1.054826255,-18,2.0624410883,113
770,39,5.3285140562,-1.226515152,-4.918743832,100
771,49,0.8446091954,-19.98879552,-6.214007117,126
772,47,14.520318725,8.7871148459,-16.8798562,93
773,51,16.824005539,19.767507003,-11.43618265,113
774,50,22.756954887,33.81232493,-7.016478649,99
775,57,11.070355731,6.8655462185,-2.511050062,99
776,53,-9.712873134,-12.51638418,11.205947259,106
777,52,-8.899250936,-6.039215686,9.2959595505,106
778,47,-9.64765625,-24.79271709,7.7378439744,119
779,39,-7.854428044,-24.80392157,-6.642821828,93
780,40,-7.115555556,-14.85434174,-2.176366768,90
781,40,-1.377131783,-0.887955182,2.6090105917,111
782,45,11.239010989,20.455701754,-8.542813013,97
783,52,7.1284615385,16.921568627,-6.544157125,98
784,51,22.97414134,3.7142857143,-2.066653213,98
785,52,9.2302752294,-3.408963585,-4.174482179,116
786,38,-10.53244275,-24.47058824,1.0960555824,111
787,44,-1.491634981,35.621848739,-0.965548425,122
788,53,-7.985294118,43.684210526,3.0448561224,120
789,41,-6.062660445,-11.27170868,-7.862158218,114
790,34,-8.133691756,-7.109243697,5.1347689792,108
791,45,-4.353365385,-15.93277311,1.0034188766,115
792,37,-7.967073589,-11.91036415,6.650902791,120
793,34,-4.538790036,-23.91876751,-0.817336551,86
794,39,0.71354187,-0.396491228,-3.207684033,122
795,49,2.7636042403,10.871148459,-2.610389154,99
796,58,4.3591549296,71.613445378,1.7821894184,121
797,56,6.6139725753,17.585434174,1.2015795438,100
798,44,-1.836491228,-17.31932773,-4.133925985,125
799,41,-1.11958042,-24.41456583,-7.878419065,101
800,48,12.372826087,7.35,-13.52141594,120
801,52,29.144444444,16.470588235,-12.8835079,97
802,53,8.1443561371,-14.59943978,-9.666769508,108
803,44,-8.691176471,-32.60504202,5.690124608,105
804,48,0.6380615421,-22.6302521,-1.822278091,97
805,47,-4.136059207,-13.71988796,8.5322297605,84
806,52,-7.650506912,-10.325,13.233591988,112
807,49,-4.243021781,-21.80672269,12.928768728,112
808,52,-5.016960743,-3.759103641,3.5057897075,123
809,53,0.8376344086,54.151260504,1.4868332746,123
810,54,-3.064067797,28.294117647,6.9999497424,127
811,48,-11.26215278,-25.44817927,1.205358838,85
812,54,-2.160348293,8.65,-0.243938083,113
813,57,6.788590604,13.806722689,-1.393207175,122
814,57,-5.506354515,-6.142857143,5.5806435098,97
815,63,0.9229032258,26.781512605,8.8407472437,102
816,72,-2.124916944,43.683473389,8.564068577,118
817,74,1.9378472222,44.966386555,11.911381484,126
818,74,-3.206883295,2.5627118644,9.8824729047,125
819,71,-1.3393205,1.0336134454,3.5751883223,104
820,76,7.0120248538,68.072829132,1.389634562,128
821,59,-8.276041667,-22.71988796,0.4148179907,108
822,55,-8.758131488,-17.61064426,-1.810495937,104
823,67,5.6980392157,14.521008403,-1.775834072,114
824,73,8.7996253655,8.1196327684,1.1023812382,102
825,53,-10.66215278,-17.31092437,2.8582512564,94
826,52,-9.462152778,-18.10084034,10.265889154,105
827,57,-5.396441333,0.9075630252,-3.789452157,108
828,61,6.1621993127,10.927170868,-3.03892311,95
829,61,23.055519481,16.882352941,-7.596363182,111
830,58,-2.814301638,-2.678107345,7.2465980725,102
831,46,-10.22064516,-32.87955182,4.7430441074,105
832,55,-6.362152778,-16.74509804,1.0607145716,104
833,57,1.5302752294,-4.714285714,5.1613814843,104
834,67,0.4378472222,37.380952381,-3.228510787,122
835,69,-4.852027027,9.4733893557,2.4952876802,104
836,68,-5.742977799,27.983963585,11.568403863,94
837,64,-6.595959596,22.43697479,7.7277341286,121
838,61,1.7825949367,36.411764706,-4.891201224,89
839,60,9.4384421889,-5.607843137,9.5765207587,102
840,55,-1.834599879,-27.60784314,3.1504654427,101
841,56,-8.381243613,-25.68627451,4.033158763,117
842,65,5.683,5.2664565826,3.2607420826,102
843,67,10.964784053,21.294117647,-8.007232706,105
844,73,5.7642384106,27.394957983,10.797746748,99
845,60,-7.309862385,-11.33893557,3.8235620338,89
846,55,-11.25478548,-24.17647059,6.6023812382,87
847,56,-2.555089547,-18.07282913,7.8664920964,88
848,54,-7.591933092,-12.225,10.286381484,92
849,60,-7.190149824,12.834733894,-0.141201224,116
850,64,-2.647144841,63.87394958,9.9579565759,122
851,78,0.5909090909,21.952380952,29.692544047,113
852,77,2.3378472222,54.067226891,34.088909924,115
853,80,-0.562152778,56.994397759,10.269047905,134
854,70,-5.669724771,-5.417982456,-5.623456871,98
855,57,-8.044848485,-22.04775281,-13.59953456,109
856,69,-1.392282958,-0.022535211,-9.68498515,109
857,72,-5.469724771,9.8985915493,4.8926441887,90
858,70,-7.362152778,-12.10985915,4.5775086532,95
859,67,-7.762152778,-8.191549296,1.0386147057,114
860,60,-12.44874306,-17.43333333,4.7863814843,106
861,65,-8.741904762,-24.16056338,5.8107145716,92
862,66,-0.762152778,10.845070423,8.1872814413,89
863,74,-0.265938774,0.8253521127,-1.314285428,101
864,74,-10.16215278,-19.23380282,3.8926441887,114
865,72,-8.674842767,-19.2028169,7.5358419865,89
866,71,-2.956,3.0166666667,2.4357145716,92
867,71,-7.998628011,-2.14084507,0.64095737,108
868,75,-0.961811683,-16.07887324,7.6985620338,99
869,72,-7.269724771,-14.13802817,-0.672491347,120
870,68,-7.21863354,-15.14084507,-1.326476854,106
871,62,-4.908118335,-10.645422535,-11.90270901,84
872,66,-6.974771179,-6.15,-1.968104633,102
873,66,-4.030232558,-4.73333333333333,-0.75928583,105
874,71,1.5985507246,-3.31666666666667,11.452508653,99
875,74,7.1769230769,-1.9,12.411381484,85
876,68,-5.162152778,-0.483333333333334,-0.277724785,97
877,70,-2.372463768,0.933333333333334,5.9525086532,88
878,76,0.5500356125,2.35,21.19982543,120
879,74,-1.372463768,-1.123943662,17.018453896,89
880,70,-8.650306748,-6.123943662,1.7858419865,108
881,73,0.2740518162,19.876056338,11.205322857,117
882,81,7.2275362319,23.876056338,14.602381238,111
883,73,-5.262152778,-13.12394366,5.5862736461,98
884,69,-3.519020801,-2.661016949,11.329185504,119
885,72,-2.550306748,-5.123943662,13.963909924,96
886,75,1.3496932515,7.876056338,9.8235620338,108
887,77,-5.634545455,-9.123943662,9.6389576596,97
888,73,-8.062152778,-14.12394366,5.7241301202,116
889,73,-1.762152778,-12.12394366,0.4528792423,91
890,77,-4.250306748,-1.966666667,-1.452756742,94
891,66,-11.86215278,-14.12394366,-0.297120758,98
892,63,-10.10622976,-18.12394366,-1.796951849,83
893,67,-7.286391655,5.876056338,-3.8847713,91
894,67,-8.550306748,-16.12394366,-4.856271346,100
895,63,-9.450306748,-15.12394366,-5.650834072,97
896,63,-11.01215278,-13.46666667,-5.093104633,98
897,66,-5.367308273,-1.123943662,2.8074634536,112
898,69,1.7496932515,12.876056338,8.0472432576,106
899,73,8.9286911912,51.876056338,13.368124326,103
900,77,15.849693252,31.876056338,10.099165928,92
901,74,3.8886147417,-4.123943662,8.4108419865,93
902,73,2.9711888112,1.6,27.144800054,111
903,71,7.0275362319,-15.12394366,14.974165928,84
904,70,2.0496932515,-10.12394366,-3.804855387,111
905,73,-0.665765766,-0.123943662,-3.088787424,97
906,76,-5.350306748,-1.123943662,4.0363814843,101
907,63,-13.56215278,-28.12394366,6.5972909929,97
908,67,-4.876851852,0.2833333333,2.7657967869,104
909,67,1.6075738985,7.876056338,1.2886561905,103
910,78,5.3496932515,3.876056338,7.5991659279,108
911,76,-3.48933083,-13.12394366,-3.464158014,112
912,77,-6.362152778,-2.123943662,-1.676437966,107
913,79,-1.850306748,11.876056338,3.1660171253,112
914,74,-3.401431143,0.113028169,-0.716841237,93
915,71,-6.050306748,-6.123943662,-3.130285182,97
916,71,-3.950306748,-1.123943662,1.5472432576,104
917,74,-2.763803662,-6.123943662,2.6389418813,104
918,76,10.127536232,31.876056338,7.325697059,80
919,82,12.649693252,21.876056338,17.703048151,125
920,70,-10.45350461,-9.65,-0.505285182,102
921,68,-4.672463768,-10.12394366,-1.458230209,81
922,67,-8.162152778,-23.12394366,0.3681243263,86
923,64,-7.046153199,-21.12394366,-5.230952095,108
924,65,-7.950306748,-24.12394366,5.6195459089,106
925,67,3.0275362319,-1.123943662,7.8948000536,109
926,76,13.359389844,13.070175439,5.7690479049,119
927,76,9.3275362319,26.876056338,5.328048151,93
928,71,6.3378472222,0.876056338,0.3407293104,110
929,70,7.9485688569,42.876056338,1.9112125756,95
930,73,15.649693252,26.876056338,8.4113814843,101
931,72,0.2378472222,-16.12394366,21.869714818,105
932,75,6.4619447033,8.5532695375,9.2445459089,89
933,77,17.037847222,17.876056338,5.7267872291,83
934,77,25.649693252,33.876056338,8.9722909929,109
935,80,17.908114311,33.876056338,14.956360663,106
936,80,17.049693252,33.876056338,19.108188091,100
937,79,-1.650306748,-1.123943662,15.618124326,103
938,77,2.1654545455,6.0333333333,13.432499261,99
939,66,-12.56730827,-30.12394366,2.5157967869,93
940,63,-14.37246377,-22.12394366,6.8927470305,89
941,61,-3.122445141,1.876056338,0.7324209436,91
942,74,3.7378472222,32.876056338,5.006531125,100
943,75,3.6275362319,19.876056338,-9.804872467,100
944,76,0.5081143114,-1.472175141,-3.336726417,91
945,78,-2.762152778,-11.12394366,-7.453077531,99
946,75,0.0937702369,13.876056338,-3.567518643,91
947,63,-8.365765766,-12.12394366,-5.047491347,100
948,63,-4.572463768,28.876056338,-9.339158014,79
949,65,-8.717308273,-4.123943662,-3.211343809,103
950,56,-11.28933083,-14.94673046,-8.794677143,92
951,56,-9.762152778,-18.12394366,-7.340209007,112
952,68,-6.450306748,-12.12394366,6.0375083842,120
953,69,1.2929824561,46.876056338,1.6679431668,118
954,75,0.7378472222,58.876056338,18.911569838,111
955,58,-7.150306748,-15.12394366,-12.87801048,101
956,54,-10.10958516,-11.79542076,-8.267966342,102
957,58,-1.662152778,-1.123943662,-16.33154105,92
958,63,-1.150306748,-21.12394366,-9.15814379,101
959,53,-12.66504723,-32.12394366,1.2445459089,103
960,49,-10.06215278,-27.12394366,-4.689285428,97
961,56,-4.972463768,0.876056338,-9.902724785,109
962,59,-7.439740656,-6.203638498,-5.933442768,90
963,55,-9.472463768,-15.12394366,-7.775834072,113
964,61,-5.562152778,23.876056338,-9.235112762,127
965,65,-0.197770346,34.876056338,3.3594403728,109
966,72,5.3378472222,58.876056338,26.204185504,124
967,69,0.4378472222,21.876056338,8.5887408596,120
968,59,-2.367041299,2.35,-6.973896857,119
969,57,-11.86215278,-24.12394366,8.0541456076,102
970,52,-8.150306748,-19.12394366,-2.467400902,117
971,41,-8.672445141,-26.12394366,-5.648981189,112
972,40,-11.36215278,-26.12394366,-8.471444957,125
973,39,-11.56215278,-31.12394366,-7.464279429,122
974,44,-6.610344828,-9.606578947,-12.28525561,113
975,49,-0.872463768,0.876056338,-12.59889296,126
976,53,-0.662152778,34.876056338,-11.72902096,95
977,58,-0.062152778,87.876056338,-1.204274733,119
978,66,1.2378472222,92.876056338,7.5953485767,126
979,67,4.0496932515,37.876056338,4.1086451271,124
980,55,-5.476851852,-7.716666667,-3.713351976,130
981,51,-3.472463768,4.876056338,-6.279354419,111
982,52,3.0378472222,4.876056338,-13.06885018,114
983,54,6.1845454545,42.876056338,-10.83543069,112
984,62,-1.811385258,24.876056338,-7.896482875,125
985,66,1.9386147417,45.876056338,1.4346392219,116
986,58,3.3316831683,11.443181818,-0.70334728,103
987,59,9.7886147417,7.876056338,-9.449472005,117
988,65,23.538614742,33.876056338,-17.94119009,114
989,63,16.576923077,0.876056338,-10.68194275,111
990,62,10.138614742,3.876056338,-11.02647272,99
991,68,25.138614742,43.876056338,-3.597704477,124
992,61,3.1231481481,-0.455653021,-5.255946095,112
993,50,-12.26138526,-29.12394366,2.16129703,81
994,46,-5.361385258,-14.12394366,-4.604368885,108
995,50,-6.065765766,-7.123943662,-10.97114795,112
996,59,-2.411385258,10.876056338,-16.93084616,120
997,63,2.6886147417,9.876056338,-11.54467714,115
998,55,3.8316831683,4.7166666667,-14.23604234,116
999,48,-6.911385258,-11.12394366,-10.76323203,101
1000,46,-5.011385258,-3.123943662,-12.21134381,107
